model_name,aux_pair,distance,role,item_id,effect,n_rows,random_effect
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1430,0.6021412037037037,54,0.004340277777777778
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1447,0.5596064814814815,54,0.0008680555555555555
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1473,0.3771701388888889,54,0.004050925925925926
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1475,0.3125,54,-0.001880787037037037
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1488,0.5643807870370371,54,0.007089120370370371
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1494,0.5182291666666666,54,0.00043402777777777775
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1526,0.5574363425925926,54,0.0028935185185185184
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1580,0.57421875,54,0.0030381944444444445
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1583,0.8396990740740741,54,0.006076388888888889
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__16,0.8107638888888888,54,0.012876157407407407
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1622,0.42505787037037035,54,0.003761574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__1636,0.4739583333333333,54,-0.006510416666666667
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__185,0.9223090277777778,54,0.013165509259259259
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__193,0.5483217592592593,54,0.007523148148148148
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__199,0.6073495370370371,54,0.0023148148148148147
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__204,0.5004340277777778,54,0.0005787037037037037
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__209,0.7640335648148148,54,-0.010127314814814815
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__252,0.8440393518518519,54,0.00043402777777777775
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__262,0.9460358796296297,54,0.0026041666666666665
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__271,1.0224247685185186,54,0.0028935185185185184
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__299,0.6824363425925926,54,-0.009982638888888888
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__30,0.9013310185185185,54,0.006510416666666667
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__301,0.4500868055555556,54,0.004774305555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__307,0.4157986111111111,54,-0.005497685185185185
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__333,0.5959201388888888,54,0.01099537037037037
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__352,0.5908564814814815,54,0.004050925925925926
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__372,0.9929108796296297,54,0.0078125
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__375,0.9006076388888888,54,0.0010127314814814814
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__382,1.0500578703703705,54,0.014756944444444444
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__409,0.5675636574074074,54,-0.004774305555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__412,0.5875289351851852,54,-0.002025462962962963
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__421,0.49985532407407407,54,-0.012586805555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__428,0.4173900462962963,54,-0.00535300925925926
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__439,0.5483217592592593,54,0.00028935185185185184
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__45,0.42476851851851855,54,0.0013020833333333333
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__454,0.8389756944444444,54,0.01171875
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__465,0.6977719907407407,54,0.007957175925925927
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__479,0.5875289351851852,54,0.0
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__480,0.7724247685185185,54,0.011863425925925927
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__482,0.62109375,54,0.006510416666666667
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__484,0.4603587962962963,54,-0.002025462962962963
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__486,0.5930266203703703,54,-0.0013020833333333333
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__487,0.5865162037037037,54,0.0007233796296296296
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__491,0.6899594907407407,54,0.013599537037037037
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__515,0.5675636574074074,54,0.006799768518518518
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__523,0.5552662037037037,54,-0.011140046296296295
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__533,0.5257523148148148,54,-0.009403935185185185
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__536,0.3855613425925926,54,-0.004774305555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__552,0.4871238425925926,54,-0.008680555555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__561,1.0445601851851851,54,0.01837384259259259
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__576,0.9356192129629629,54,0.004195601851851852
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__583,0.8538773148148148,54,0.014322916666666666
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__589,1.1451099537037037,54,0.013165509259259259
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__592,1.0813078703703705,54,0.022424768518518517
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__60,0.6462673611111112,54,0.0027488425925925927
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__651,0.34360532407407407,54,-0.00636574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__652,0.37008101851851855,54,-0.0033275462962962963
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__655,0.4010416666666667,54,-0.009259259259259259
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__66,0.6226851851851852,54,0.001591435185185185
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__661,0.41594328703703703,54,-0.00318287037037037
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__673,0.32609953703703703,54,-0.010127314814814815
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__693,0.5027488425925926,54,0.007957175925925927
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__701,0.37311921296296297,54,0.004050925925925926
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__725,0.6762152777777778,54,0.010416666666666666
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__731,0.6743344907407407,54,0.003616898148148148
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__760,0.6647858796296297,54,0.004050925925925926
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__768,0.6142939814814815,54,-0.00636574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__79,0.5475983796296297,54,0.003761574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__833,0.5021701388888888,54,-0.00390625
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__858,0.4035011574074074,54,-0.003761574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__902,0.40422453703703703,54,-0.002170138888888889
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__904,0.5798611111111112,54,0.005063657407407407
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__916,0.47530864197530864,81,0.005111882716049383
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__917,0.8057002314814815,54,-0.007957175925925927
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__919,0.46238425925925924,54,0.003761574074074074
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__924,0.7390046296296297,54,0.008680555555555556
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__979,0.5105613425925926,54,-0.009982638888888888
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__987,0.4839409722222222,54,-0.014033564814814815
llama32_3b,be_present,extra_long,between_subject_distractor,be_present__extra_long__989,0.5734953703703703,54,-0.0023148148148148147
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1035,0.23032407407407407,27,-0.016203703703703703
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1062,0.13744212962962962,27,0.01099537037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1074,0.10185185185185185,27,0.0008680555555555555
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1079,0.0876736111111111,27,-0.005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__110,0.1490162037037037,27,0.006944444444444444
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1101,0.10966435185185185,27,-0.00028935185185185184
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1111,0.13570601851851852,27,0.0026041666666666665
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1132,0.09693287037037036,27,0.008391203703703705
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1164,0.01678240740740741,27,-0.01273148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1176,0.10069444444444445,27,-0.019386574074074073
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1179,0.03269675925925926,27,0.003761574074074074
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1230,0.1328125,27,-0.008101851851851851
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1240,0.2248263888888889,27,-0.014756944444444444
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__125,0.1345486111111111,27,-0.01765046296296296
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1256,0.17100694444444445,27,0.00636574074074074
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1296,0.18258101851851852,27,-0.0008680555555555555
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1306,0.1947337962962963,27,-0.011863425925925927
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1327,0.07378472222222222,27,0.00318287037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1360,0.17766203703703703,27,0.006655092592592593
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1402,0.0943287037037037,27,-0.021701388888888888
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1413,0.1947337962962963,27,-0.01099537037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1430,0.12905092592592593,27,0.0005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1447,0.06655092592592593,27,-0.0011574074074074073
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1473,0.14467592592592593,27,0.0005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1475,0.0763888888888889,27,-0.008680555555555556
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1488,0.09606481481481481,27,-0.008101851851851851
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1494,0.09837962962962964,27,-0.006944444444444444
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1526,0.1371527777777778,27,-0.006655092592592593
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1580,0.1550925925925926,27,0.007523148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1583,0.32494212962962965,27,-0.005497685185185185
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__16,0.1623263888888889,27,0.007523148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1622,0.11487268518518519,27,-0.005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__1636,0.12962962962962962,27,-0.008101851851851851
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__185,0.2633101851851852,27,-0.02922453703703704
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__193,0.12355324074074074,27,-0.0023148148148148147
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__199,0.09780092592592593,27,-0.018229166666666668
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__204,0.13020833333333334,27,-0.004918981481481482
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__209,0.3058449074074074,27,0.007523148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__252,0.1568287037037037,27,-0.007523148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__262,0.1947337962962963,27,-0.028645833333333332
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__271,0.2667824074074074,27,0.023726851851851853
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__299,0.08304398148148148,27,-0.015625
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__30,0.22135416666666666,27,0.003472222222222222
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__301,0.12181712962962964,27,-0.010127314814814815
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__307,0.12094907407407407,27,-0.025173611111111112
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__333,0.11603009259259259,27,0.008391203703703705
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__352,0.10416666666666667,27,-0.004050925925925926
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__372,0.2633101851851852,27,-0.009548611111111112
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__375,0.17708333333333334,27,-0.011284722222222222
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__382,0.4007523148148148,27,0.01880787037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__409,0.09693287037037036,27,-0.008680555555555556
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__412,0.15075231481481483,27,-0.015625
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__421,0.11863425925925926,27,-0.02141203703703704
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__428,0.09866898148148148,27,-0.01765046296296296
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__439,0.1255787037037037,27,-0.01678240740740741
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__45,0.03153935185185185,27,-0.02546296296296296
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__454,0.17100694444444445,27,-0.016203703703703703
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__465,0.20283564814814814,27,-0.029513888888888888
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__479,0.1388888888888889,27,-0.025752314814814815
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__480,0.21354166666666666,27,-0.010127314814814815
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__482,0.037905092592592594,27,-0.003761574074074074
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__484,0.00028935185185185184,27,-0.013888888888888888
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__486,0.09288194444444445,27,-0.0234375
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__487,0.07494212962962964,27,-0.016203703703703703
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__491,0.1869212962962963,27,0.009837962962962963
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__515,0.16001157407407407,27,-0.001736111111111111
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__523,0.10040509259259259,27,-0.005208333333333333
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__533,0.04832175925925926,27,-0.019386574074074073
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__536,0.09375,27,-0.013599537037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__552,0.06539351851851852,27,-0.008680555555555556
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__561,0.18229166666666666,27,-0.01273148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__576,0.1417824074074074,27,-0.024305555555555556
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__583,0.16435185185185186,27,-0.011284722222222222
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__589,0.25405092592592593,27,0.003761574074074074
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__592,0.22511574074074073,27,-0.004340277777777778
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__60,0.1730324074074074,27,-0.004918981481481482
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__651,0.08362268518518519,27,-0.013310185185185185
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__652,0.08969907407407407,27,-0.004918981481481482
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__655,0.08333333333333333,27,-0.017361111111111112
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__66,0.17592592592592593,27,0.012152777777777778
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__661,0.14872685185185186,27,-0.004629629629629629
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__673,0.09924768518518519,27,-0.015046296296296295
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__693,0.1345486111111111,27,-0.00636574074074074
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__701,0.11313657407407407,27,-0.01099537037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__725,0.31741898148148145,27,-0.01273148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__731,0.20688657407407407,27,0.019965277777777776
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__760,0.2595486111111111,27,0.01273148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__768,0.08130787037037036,27,-0.0005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__79,0.06712962962962964,27,-0.027199074074074073
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__833,0.11747685185185185,27,-0.006944444444444444
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__858,0.07494212962962964,27,-0.007523148148148148
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__902,0.07233796296296297,27,-0.0005787037037037037
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__904,0.1964699074074074,27,-0.01244212962962963
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__916,0.12702546296296297,27,0.004629629629629629
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__917,0.16984953703703703,27,-0.048900462962962965
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__919,0.06018518518518518,27,-0.026909722222222224
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__924,0.14149305555555555,27,-0.002025462962962963
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__979,0.06452546296296297,27,-0.004629629629629629
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__987,0.1519097222222222,27,-0.028356481481481483
llama32_3b,be_present,extra_long,distractor,be_present__extra_long__989,0.11429398148148148,27,0.004629629629629629
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1035,0.28070344650205764,486,-0.004661779835390946
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1062,0.3012152777777778,486,0.007056970164609054
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1074,0.27425733024691357,486,0.0054816100823045265
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1079,0.3597125771604938,486,-0.00036972736625514403
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__110,0.3153131430041152,486,-0.005208333333333333
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1101,0.3019547325102881,486,0.0018968621399176955
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1111,0.3514981995884774,486,-0.0007073045267489712
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1132,0.29491383744855965,486,0.006912294238683127
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1164,0.16645769032921812,486,0.0006751543209876543
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1176,0.2468653549382716,486,-0.003729423868312757
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1179,0.2582143775720165,486,0.007378472222222222
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1230,0.3549382716049383,486,0.006558641975308642
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1240,0.4240129886831276,486,-0.00606031378600823
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__125,0.24604552469135801,486,0.005561985596707819
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1256,0.3809477880658436,486,0.001511059670781893
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1296,0.3963959619341564,486,0.005224408436213992
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1306,0.40398341049382713,486,0.005899562757201646
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1327,0.25237911522633744,486,0.008359053497942387
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1360,0.2732445987654321,486,0.00565843621399177
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1402,0.3117605452674897,486,-0.00636574074074074
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1413,0.30767746913580246,486,0.008616255144032922
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1430,0.29623199588477367,486,0.009307484567901234
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1447,0.43447788065843623,486,-0.0045010288065843625
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1473,0.4039673353909465,486,0.00442065329218107
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1475,0.2737107767489712,486,-0.0014789094650205761
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1488,0.3269675925925926,486,0.009645061728395061
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1494,0.3084651491769547,486,-0.0030864197530864196
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1526,0.23984053497942387,486,0.0018968621399176955
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1580,0.30582883230452673,486,0.0028935185185185184
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1583,0.4129050925925926,486,-0.009098508230452674
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__16,0.38713670267489714,486,0.008568029835390947
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1622,0.30113490226337447,486,0.00205761316872428
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__1636,0.3007008744855967,486,-0.0005304783950617284
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__185,0.3149755658436214,486,0.008085776748971193
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__193,0.25202546296296297,486,0.005674511316872428
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__199,0.24811921296296297,486,-0.0035847479423868314
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__204,0.30274241255144035,486,0.005192258230452675
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__209,0.4602462705761317,486,-0.0023791152263374486
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__252,0.3489904835390947,486,-0.0031024948559670784
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__262,0.4308449074074074,486,-0.005192258230452675
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__271,0.4674479166666667,486,-0.0031024948559670784
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__299,0.277954603909465,486,-0.0066711676954732515
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__30,0.4904835390946502,486,-0.0061246141975308645
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__301,0.2296971450617284,486,0.0012056327160493826
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__307,0.21244855967078188,486,0.00048225308641975306
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__333,0.3168081275720165,486,0.008069701646090536
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__352,0.29851466049382713,486,0.0012377829218106996
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__372,0.40756815843621397,486,0.0012377829218106996
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__375,0.34574331275720166,486,-0.0025237911522633743
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__382,0.4643132716049383,486,0.0017843364197530863
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__409,0.26536779835390945,486,0.0013503086419753086
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__412,0.303980195473251,486,-0.0009002057613168725
llama32_3b,be_present,extra_long,filler_after_distractor,be_present__extra_long__421,0.2520736882716049,486,-0.010416666666666666
